title,content_img,content_text,choices_1,choices_2,choices_3,choices_4,answer
.다음 중 분산 데이터베이스의 특징으로 가장 부적절한 것은?,,," 지역 자치성, 점증적 시스템 용량 확장", 빠른 응답 속도와 통신 비용 절감, 오류의 잠재성 증대, 처리 비용의 감소,정답 : 분산 데이터베이스는 네트워크에 떨어져 있는 데이터베이스를 구축하고 관리해야 하기 때문에 처리비용이 증가한다.
.다음의 SQL문에 대한 설명으로 올바르지 않은 것은?,,, DATA 필드가 가질 수 있는 값의 범위는 0~3까지이다., SAL이 큰 순으로 조회된다., SAL의 값에 따라서 데이터를 4등분으로 분류해서 DATA 필드로 조회된다., SAL의 마지막 행은 급여가 가장 작은 사람이다.,정답 : NTILE(ARGUMENT) 윈도우 함수는 데이터를 ARGUMENT 값으로 N등분하는 함수이다. 위의 예처럼 NTILE(4)는 1부터 4까지 4등분한다.
.다음 주어진 테이블에서 아래와 같은 결괏값을 반환하도록 아래의 SQL문의 빈칸에 들어갈 올바른 것을 고르시오.,https://cbt.youngjin.com/upload/sqld/68.png,, RANK(), NTILE(), ROW_NUMBER(), DENSE_RANK(),정답 : 결괏값에서 중복된 등수 2등 다음에 바로 다음 등수인 3이 왔으므로 빈칸에는 DENSE_RANK가 와야 한다.
.다음 테이블에 대한 매출 누적을 구하는 SQL문을 작성하시오. (윈도우 함수 사용),,," Select 영업사원, 판매월, sum(매출) over (partition by 영업사원 order by 판매월 range between unbounded preceding and current row) 누적매출 from 매출;"," Select 영업사원, 판매월, sum(매출) over (partition by 영업사원 order by 판매월 range between unbounded preceding) 누적매출 from 매출;"," Select 영업사원, 판매월, sum(매출) over (partition by 판매월 range between unbounded preceding and current row) 누적매출 from 매출;"," Select 영업사원, 판매월, sum(매출) from group by 영업사원, 판매월;",정답 : 영업사원별 누적 매출이므로 “partition by 영업사원”을 사용해야 한다. 그리고 unbounded preceding와 current row는 시작부터 현재행까지를 의미한다.
".다음은 윈도우 함수에 대한 설명이다. 현재 행을 기준으로 파티션 내에서 앞의 한 건, 현재행, 뒤의 한 건을 범위를 지정하는 Over의 옵션은?",,, ROWS BETWEEN 1 PRECEDING AND 1 FOLLOWING, RANGE UNBOUNDED PRECEDING, ROWS BETWEEN CURRENT ROW AND UNBOUNDED FOLLOWING, ROWS BETWEEN 1 AND 2,정답 :
.다음 SQL 문장의 결과로 출력되는 데이터는 무엇인가?,,, 선수의 영문 이름의 두 번째 문자가 A인 선수들의 이름, 선수의 영문 이름이 A나 a로 시작하는 선수들의 이름, 선수의 영문 이름이 A로 시작하는 선수들의 이름, 위치에 상관없이 선수의 영문 이름에 A를 포함하는 선수들의 이름,정답 : “_” 와 “%”는 와일드카드(WILD CARD)로 하나의 글자 또는 모든 문자를 대신하여 사용이 되므로 두 번째 문자가 대문자 A인 경우만 출력된다.
.숫자형 함수 적용과 그 결괏값이 올바르지 않은 것은?,,, ABS(-30) = 30, SIGN(-50) = -1," MOD(7,3) = 2", CEIL(38.12) = 39,정답 :
.다음 SQL문의 실행 결과로 올바른 것을 고르시오.,https://cbt.youngjin.com/upload/sqld/74.png,," 10, 20"," 10, 20, 30"," 10, 20, 30 ,40"," 10, 20, 30, 40, 50",정답 : ALL 연산자는 서브쿼리(Subquery) 값 모두가 조건에 만족하면 True를 반환한다.
.데이터 유형에 대한 설명 중 틀린 것은 무엇인가?,,, VARCHAR 유형은 가변 길이 숫자형이다., CHAR 유형은 고정 길이 문자형이다., NUMERIC 유형은 숫자형 데이터를 표현한다., DATE 유형은 날짜 데이터를 다룰 때 사용한다.,정답 : VARCHAR 유형은 가변 길이 문자형이다.
.다음은 ERD(Entity Relationship Diagram) 작성 순서이다. 올바른 것을 고르시오.,,, 나)→가)→다)→라)→마)→바), 가)→나)→다)→라)→마)→바), 가)→나)→라)→다)→마)→바), 가)→나)→다)→마)→바)→라),정답 :
.Subquery의 종류 중에서 Subquery가 Mainquery의 제공자 역할을 하고 Mainquery의 값이 Subquery에 주입되지 않는 유형은 무엇인가?,,, ① Filter형 Subquery, Early Filter형 Subquery, Associative Subquery, Access Subquery,정답 : Access Subquery는 제공자 역할을 하는 서브쿼리이다.
.다음 과일 테이블에 대한 SQL문 내의 비교조건을 해석한 것으로 올바르지 않은 것은?,https://cbt.youngjin.com/upload/sqld/131.png,, “21 NOT IN (SELECT 과일코드 FROM과일)”은 참이다., “19 < ANY (SELECT 과일코드 FROM 과일)”은 거짓이다., “15 < ALL (SELECT 과일코드 FROM 과일)”은 참이다., “19=ALL(SELECT 과일코드 FROM 과일)” 거짓이다.,정답 : ALL은 전부 일치하는 것만 출력하는 것으로 AND라고 생각하면 되고 ANY는 OR로 생각하면 된다.
.다음 설명이 나타내는 데이터 모델의 개념은 무엇인가?,,, 시스템 카탈로그(System Catalog), 용어 사전(Word Dictionary), 성 사전(Attribute Dictionary), 도메인(Domain),정답 : 도메인(Domain)은 속성에 대한 값의 범위 등 제약사항을 기술할 수 있다.
.다음 중에서 집합 연산자의 종류에 해당되지 않은 것을 고르시오.,,, Union all, Union, Project, Except,정답 : 집합 연산자(SET OPERATOR)는 두 개 이상의 테이블에서 조인을 하지 않고 관련된 데이터를 조회한다.
.다음 중 정보시스템을 모델링할 때 세 가지 관점에 해당하지 않는 것은?,,, 업무가 어떤 데이터와 관련이 있는지 분석, 업무에서 실제로 하는 일은 무엇인지 또는 무엇을 해야 하는지 분석, 업무를 처리할 수 있는 프로그램 구성을 어떻게 해야 하는지 분석, 업무에서 처리하는 일의 방법에 따라 데이터가 어떻게 영향을 받는지 분석,"정답 : 모델링을 할 때의 세 가지 관점은 데이터에 대한 관점, 프로세스에 대한 관점, 그리고 데이터와 프로세스가 서로 연관성이 표현되는 상관 관점이다"
".도서(도서번호, 도서제목, 출판사명, 발행연도) 테이블에서, 2000년 이후에 10권 이상의 책을 발행한 출판사의 이름을 중복 없이 출력하는 SQL문으로 옳은 것은? (단, 출판사명이 동일한 출판사는 존재하지 않는 것으로 가정한다. 도서번호는 도서 테이블의 기본키이다)",,, SELECT 출판사명 FROM 도서 WH-ERE 발행연도 >= 2000ORDER BY COUNT(도서번호) >= 10;, SELECT 출판사명 FROM 도서 WH-ERE 발행연도 >= 2000AND COUNT(도서번호) >= 10 GR-OUP BY 출판사명;, SELECT 출판사명 FROM 도서 WH-ERE COUNT(도서번호) >= 10GROUP BY 출판사명 HAVING 발행연도 >= 2000;, SELECT 출판사명 FROM 도서 WH-ERE 발행연도 >= 2000GROUP BY 출판사명 HAVING CO-UNT(도서번호) >= 10;,정답 : 문제에서 10권 이상 구매한 사람을 출력하기 위해서 “HAVING COUNT(도서번호)>=10”의 HAVING절을 추가하고 발행연도가 2000 이후 이므로 WHERE절에 “발행연도 >=2000”을 넣어야 한다. 또한 출판사명은 이름에 중복이 없어야 하므로 GROUP BY구로 “출판사명”을 추가하면 된다.
.다음 중 설계 단계에서 데이터 모델의 성능을 고려하는 절차와 방법에 포함되지 않는 것은?,,," 이력모델의 조정, 기본키/외래키 조정, 슈퍼타입/서브타입 조정 등을 수행한다.", 데이터베이스 용량 산정을 수행한다., 데이터베이스에 발생되는 트랜잭션의 유형을 파악한다., 데이터 모델링을 할 때 분석 단계에서부터 반정규화를 수행한다.,정답 : 성능을 고려한 데이터 모델링을 할 때 첫 번째 단계는 정규화를 적용한 데이터 모델을 만드는 것이다.
.엔터티에 대한 개념 중 엔터티 정의의 공통점 3가지가 아닌 것은?,,, 데이터베이스 내에서 변별 가능한 객체이다.," 엔터티는 사람, 장소, 물건, 사건, 개념 등의 명사에 해당된다.", 저장되기 위한 어떤 것(Thing)이다., 업무상 관리가 필요한 관심사에 해당된다.,"정답 : 엔터티(Entity)의 3가지 공통점은 다음과 같다.•개념, 사건, 사람, 장소 등과 같이 명사이다.•비즈니스 프로세스에서 관리되어야 하는 정보이다.•저장이 필요한 어떤 것이다."
발생 시점에 따른 엔터티 분류에 의한 중심 엔터티가 아닌 것은?,,,매출,주문,사원,계약,"정답 : 사원, 부서, 고객, 상품, 자재 등이 기본 엔터티가 될 수 있다."
다음 개념에 해당하는 관계는 무엇인가?,,,식별자 관계(Identifying Relationship),비식별자 관계(Non-Identifying Relationship),일반 속성 관계(Attribute Relationship),외부 식별 관계(Foreign Key Relationship),정답 : 부모 엔터티로부터 속성을 받았지만 자식 엔터티의 주식별자로 사용하지 않고 일반적인 속성으로만 사용하는 것은 비식별자 관계(Non-Identifying Relationship)에 대한 설명이다.
다음 주어진 ERD 관계에 대한 설명으로 옳은 것을 고르시오.,https://cbt.youngjin.com/upload/sqld/25.png,,계정은 다수의 계정 그룹을 가질 수 있다.,계정 그룹은 다수의 사용자를 가질 수 없다.,계정 그룹은 사용자를 반드시 가져야 한다.,계정은 반드시 계정 그룹을 가져야 한다.,정답 : • ERD 관계에서 계정 그룹은 다수의 계정을 포함할 수도 있고 안 할 수도 있다(Optional).• 계정은 반드시 단 하나의 계정 그룹에 소속되어야 한다(Mandatory).
다음 주어진 그룹 함수와 동일한 결괏값을 반환하는 그룹 함수를 고르시오.,,," GROUP BY ROLLUP(DEPTNO, JOB);"," GROUP BY (DEPTNO, JOB, (DEPTNO, JOB), ());"," GROUP BY DEPTNO UNION ALL GROUP BY JOB UNION ALL GROUP BY (DEPTNO, JOB);"," GROUP BY GROUPING SETS (DEPTNO, JOB, (DEPTNO, JOB), ());",정답 : 그룹 함수 중 CUBE는 CUBE 함수에 제시된 칼럼에 대해서 결합 가능한 모든 집계를 계산한다.
아래 SQL에서 출력되는 ROWS의 개수를 구하시오.,https://cbt.youngjin.com/upload/sqld/78.png,, 10건, 14건, 18건, 20건,정답 : DEPTNO로 조인을 하고 DNAME과 JOB으로 CUBE를 실행했다. CUBE는 전체합계와 각 칼럼별로 부분합계를 출력한다.
다음 설명 중 올바르지 않은 것은?,,, SQL Server는 null 값을 인덱스 맨 뒤에 저장한다., Oracle에서 인덱스 구성 칼럼 중 하나라도 null이 아닌 레코드는 인덱스에 저장한다., SQL Server는 인덱스 구성 칼럼이 모두 null인 레코드도 인덱스에 저장한다., Oracle에서 인덱스 구성 칼럼이 모두 null인 레코드는 인덱스에 저장하지 않는다.,"정답 : SQL Server는 null 값을 인덱스 맨 앞에 저장하고, Oracle은 맨 뒤에 저장한다."
SQL 문장에서 집합별로 집계된 데이터에 대한 조회 조건을 제한하기 위해서 사용하는 절은 어느 것인가?,,, HAVING절, GROUP BY절, WHERE절, FROM절,정답 : 일반적인 SQL 문장에서 조회하는 데이터를 제한하기 위해서는 WHERE절을 사용하지만 그룹별로 조회할 때 집계 데이터에 대한 제한 조건을 사용하기 위해서는 HAVING절을 사용한다.
다음 주어진 SQL문을 수행한 결과 영구적으로 반영되는 것은 무엇인가?,,," 1, 7, 9"," 1, 9, 11"," 1, 9, 11, 9"," 1, 2",정답 : SQL문의 맨 하단에서 ROLLBACK TO SV2 명령어를 수행하면 SAVEPOINT SV2 지점까지 변경된 것을 모두 취소한다.
다음 중 절차형 SQL을 이용하여 주로 만드는 것이 아닌 것은?,,, PROCEDURE, TRIGGER, BUILT-IN FUNCTION, USER DEFINED FUNCTION,"정답 : 절차형 SQL을 이용하여 PROCEDURE, TRIGGER, USER DEFINED FUNCTION을 만들 수 있다."
.데이터 모델링의 세 가지 중요개념에 속하지 않는 것은?,,, 업무가 관여하는 어떤 것(Things), 업무가 관여하는 어떤 것의 성격(Attributes), 업무가 관여하는 어떤 것의 행위(Events), 업무가 관여하는 어떤 것의 관계(Relationships),"정답 : 업무가 관여하는 어떤 것(Things), 업무가 관여하는 어떤 것의 성격(Attributes), 업무가 관여하는 어떤 것의 관계(Relationships)로 구분이 된다."
.다음 주어진 테이블에 대해서 아래와 같은 SQL문을 수행하였을 때 반환되는 ROW 값의 수는 무엇인가?,https://cbt.youngjin.com/upload/sqld/63.png,, 1, 2, 3, 4,"정답 : 주어진 SQL문에서 앞에 UNION 연산을 수행하면 1, 2, 3, 4, 5가 반환되고 이어서 minus를 수행하면 1, 3, 4, 5가 반환된다."
.다음의 SQL문에 대한 설명으로 올바르지 않은 것은?,,, SELECT문에 WHERE 조건이 없으므로 연산에 참여하는 총 행 수는 5개이다., DEPTNO 10의 합계는 3000이고 20의 합계는 500이다.," NVL(SAL, 0)문에서 NVL은 NULL에 대한 합계오류를 예방한다.", 부서별 합계를 계산할 때 NULL값을 만나면 0으로 치환한다.,정답 : 그룹 함수를 사용하는 경우 NULL값은 연산에서 제외된다. 그래서 NVL 함수를 사용하는 것은 합계오류 예방과는 전혀 관계가 없다.
.다음은 ERD(Entity Relationship Diagram) 작성 순서이다. 올바른 것을 고르시오.,,, 나)→가)→다)→라)→마)→바), 가)→나)→다)→라)→마)→바), 가)→나)→라)→다)→마)→바), 가)→나)→다)→마)→바)→라),정답 :
".다음의 데이터베이스에서 ‘부양가족을 2명 이상 가진 사원의 사번(eno), 성명(ename), 부양가족 수를 검색’하는 질의를 SQL로 적절하게 표현한 것은?",,," SELECT eno, ename, count(*)FROM employee e, dependent dWHERE e.eno = d.eno and count(*) >= 2GROUP BY d.eno;"," SELECT e.eno, e.ename, count(*)FROM employee e, dependent dWHERE EXISTS (SELECT * FROM dependentGROUP BY enoHAVING count(*) >= 2)GROUP BY e.eno, e.ename;"," SELECT e.eno, e.ename, t.cntFROM employee e, (SELECT eno, count(*) as cntFROM dependent GROUP BYeno HAVING count(*) >= 2) tWHERE e.eno = t.eno;"," SELECT e.eno, e.ename, count(*)FROM employee e, dependent dWHERE e.eno = d.enoGROUP BY e.eno, e.enameHAVING count(*) >= 3;",정답 :
.SELECT문의 처리 순서로 올바른 것은?,,," WHERE, GROUP BY, ORDER BY, FROM, SELECT"," FROM, WHERE, GROUP BY, SELECT, ORDER BY"," SELECT, FROM, WHERE, GROUP BY, ORDER BY"," ORDER BY, SELECT, WHERE, GROUP BY, FROM",정답 :
".아래와 같은 테이블 TAB1, TAB2가 있을 때 아래 SQL의 결과 건수를 알맞게 나열한 것은?",https://cbt.youngjin.com/upload/sqld/77.png,," 2, 4, 3, 5, 12"," 2, 4, 5, 3, 12"," 2, 3, 4, 5, 12"," 2, 4, 3, 7, 12","정답 : TAB1 테이블에는 행이 4개, TAB2 테이블에는 행이 3개가 있다. KEY 칼럼을 사용해서 INNER JOIN을 하면 같은 것만 찾는다. 따라서 TAB1와 TAB2 테이블의 KEY 칼럼에서 ‘B’와 ‘C’가 같기 때문에 2개의 행이 출력된다."
.다음 설명에 해당하는 모델링 관점은 무엇인가?,,, 프로세스 관점, 데이터와 프로세스의 상관 관점, 데이터와 데이터 간의 상관 관점, 데이터 관점,"정답 : 데이터 모델링의 세 가지 관점1. 데이터 관점 : 업무가 어떤 데이터와 관련이 있는지 또는 데이터 간의 관계는 무엇인지에 대해서 모델링 하는 방법(What, Data)2. 프로세스 관점 : 업무가 실제로 하고 있는 일은 무엇인지 또는 무엇을 해야 하는지를 모델링 하는 방법(How, Process)3. 데이터와 프로세스의 상관 관점 : 업무가 처리하는 일의 방법에 따라 데이터는 어떻게 영향을 받고 있는지 모델링하는 방법(Interaction)"
.Subquery의 종류 중에서 Subquery가 Mainquery의 제공자 역할을 하고 Mainquery의 값이 Subquery에 주입되지 않는 유형은 무엇인가?,,, ① Filter형 Subquery, Early Filter형 Subquery, Associative Subquery, Access Subquery,정답 : Access Subquery는 제공자 역할을 하는 서브쿼리이다.
.다음의 설명으로 올바른 것은?,,, Hash Join, Inner Join, Nested Loop Join, Sort Merge,정답 : Sort Merge 조인(Join)은 테이블을 정렬(Sort)한 후에 정렬된 테이블을 병합(Merge)하면서 조인을 실행한다.
.다음 중 옳은 것은 무엇인가?,,, 유저를 생성하면 생성한 유저로 바로 로그인할 수 있다., 새롭게 생성된 유저라면 조건 없이 새로운 유저를 만들 수 있다., 다른 유저의 테이블은 그 테이블에 대한 권한 없이는 조회할 수 없다., 유저 생성은 누구나 할 수 있지만 권한 설정은 데이터베이스 관리자만 가능하다.,정답 : 테이블에 대한 권한은 각 테이블의 소유자가 가지고 있기 때문에 소유자로부터 권한을 받지 않으면 다른 유저의 테이블에 접근할 수 없다.
.다음 주어진 테이블에서 아래와 같은 결과가 반환되도록 SQL문의 빈칸에 들어갈 올바른 것을 고르시오.,https://cbt.youngjin.com/upload/sqld/64.png,," (ㄱ) 남성의류, (ㄴ) 남성의류 = 여성의류;"," (ㄱ) 여성의류, (ㄴ) 여성의류 = 남성의류;"," (ㄱ) 여성의류 IS NULL, (ㄴ) 남성의류 = 여성의류;"," (ㄱ) 남성의류 IS NULL, (ㄴ) 여성의류 = 남성의류;","정답 : 결괏값에서 남성의류 속성값이 NULL부터 시작하므로 ㄱ. 보기에는 남성의류 IS NULL이 와야 한다. 남성의류를 상위계층, 여성의류를 하위계층으로 하며 각 남성의류별 여성의류값이 계층적으로 조회되므로 ㄴ. 보기에는 여성의류 = 남성의류가 와야 한다."
".엔터티 간 1:1, 1:M과 같이 관계의 기수성을 나타내는 것을 무엇이라 하는가?",,, 관계 차수(Relationship Degree/Cardinality), 관계명(Relationship Membership), 관계선택성(Relationship Optionality), 관계정의(Relationship Definition),"정답 : 엔터티 간 1:1, 1:M 등과 같이 관계참여 인스턴스의 수를 지칭하는 것은 관계 차수이다."
".소계, 중계, 합계처럼 계층적 분류를 포함하고 있는 데이터의 집계에 적합한 GROUP 함수 두 가지는 무엇인가?",,," ROLLUP, SUM"," GROUPING, SUM"," ROLLUP, CUBE"," CUBE, SUM","정답 : ROLLUP, CUBE는 GROUP BY의 확장된 형태로 병렬로 수행이 가능하고 사용하기가 쉽기 때문에 효과적이다. 다차원적인 집계가 필요한 경우는 CUBE를 사용한다."
.다음은 Order by에 대한 설명이다. 올바르지 않은 것은?,,, 기본적으로 정렬순서는 오름차순으로 정렬되지만 DESC를 사용하면 내림차순으로 정렬한다., 오름차순으로 숫자형 데이터 타입을 정렬하면 가장 작은 값부터 출력된다., SQL Server에서 오름차순으로 정렬하면 NULL 값이 가장 먼저 나온다., 날짜형 데이터 타입을 오름차순으로 정렬하면 날짜 값이 가장 늦은 날짜가 먼저 출력된다.,정답 : 날짜형 데이터를 오름차순으로 출력하며 다음과 같다. 날짜형 데이터를 출력하기 위해서 sysdate를 사용하고 어제 날짜를 구하기 위해서 sysdate-1을 한다. 이것을 Union all로 합집합을 만든 다음에 Order by로 정렬을 한다.
.다음의 SQL문에 대한 설명으로 올바르지 않은 것은?,,, SAL칼럼은 급여가 큰 순으로 조회된다., JOB별로 SAL이 큰 등수가 조회된다.," RANK( ) 함수를 사용했으므로 급여가 동일한 사람이 있다면, 조회 순서에 따라서 1등과 2등으로 표시된다.", PARTITION문을 사용해서 해당 파티션 내에서 순위를 계산한다.,정답 : RANK() 함수를 사용할 경우 급여가 동일한 사람이 있을 때 같은 등수로 조회된다.
.다음의 SQL문에 대한 설명으로 올바르지 않은 것은?,,, ㄱ은 부서별 합계를 출력한다., ㄱ과 ㄴ의 결과 행 수는 동일하다., ㄴ은 부서별 합계와 그룹별 전체합계가 출력된다., ㄱ의 SQL문은 전체합계는 출력되지 않는다.,정답 : ㄱ과 ㄴ의 SQL문의 행 수는 다르다. 왜냐하면 ROLLUP은 전체합계가 추가적으로 출력된다.
.다음 중 인덱스를 사용할 수 없는 조건에 해당되지 않는 것은?,,," 인덱스가 사용되는 칼럼에 NVL(Key, 0)을 사용했다."," 인덱스가 사용되는 칼럼에 to_char(vin tagedate, ‘yyyymmdd’) = sysdate를 사용했다."," 인덱스가 사용되는 칼럼에 vintageyear = to_char(sysdate, ‘yyyy’)를 사용했다.", 인덱스가 사용되는 칼럼에 name||‘ ’ = ‘lim’을 사용했다.,정답 :
.다음 중에서 DDL(Data Definition Language)에 해당되지 않는 것은?,,, REVOKE, CREATE INDEX, DROP TABLE, ALTER TABLE,"정답 : • DDL(Data Definition Language)은 SQL문 중에서 생성에 관련된 것으로 CREATE TABLE, ALTER TABLE, DROP TABLE, CREATE VIEW, DROP VIEW가 있다.• REVOKE는 권한을 삭제하는 것으로 DCL(Data Control Language)이다."
".테이블 R과 S가 다음과 같을 때, 아래 SQL문 (SELECT 구문)의 실행 결과로 옳은 것은?",https://cbt.youngjin.com/upload/sqld/127.png,, 4, 5, 9, 20,"정답 : SQL문에서 COUNT() 함수는 행 수를 확인하는 집계 함수이다. 그런데 R 테이블과 S 테이블에 조인 조건이 없어서 카텐시안 곱이 발생한다. 즉, R 테이블의 행 수가 4개이고 S 테이블의 행 수가 5개이므로 4*5=20이 조회된다."
.“TEST” 테이블에 있는 NUM2 칼럼의 총 행은 10개이고 2개의 NULL 값이 있다. 다음의 SQL문을 실행할 경우 결괏값은?,,," ㄱ : 10, ㄴ : 10"," ㄱ : 10, ㄴ : 8"," ㄱ : 8, ㄴ : 10"," ㄱ : 8, ㄴ : 8",정답 : COUNT(칼럼명)을 실행하면 NULL 값은 제외된다.
.데이터를 입력하기 위해 사용하는 SQL 명령어는 무엇인가?,,, CREATE, INSERT, UPDATE, ALTER,정답 : 데이터를 입력하기 위해서 “INSERT” 명령어를 사용한다.
".EMP 테이블 7788번 사원의 SAL 값이 현재 1,000인 상황에서 아래 TX1, TX2 두 개의 트랜잭션이 동시에 수행되었다. 양쪽 트랜잭션이 모두 완료된 시점에 7788번 사원의 SAL 값은?",https://cbt.youngjin.com/upload/sqld/146.png,, 1000, 1100, 1200, 1300,"정답 : TX2의 update 문은 베타적 Lock 때문에 대기했다가 TX1 트랜잭션이 commit 한 후에 처리를 계속한다. TX1에 의해 1,100으로 바뀐 값을 읽어 200을 더하므로 최종 결과는 1,300이 된다."
.다음 중에서 집합 연산자의 종류에 해당되지 않은 것을 고르시오.,,, Union all, Union, Project, Except,정답 : 집합 연산자(SET OPERATOR)는 두 개 이상의 테이블에서 조인을 하지 않고 관련된 데이터를 조회한다.
.3차정규화에 대한 설명으로 옳은 것을 고르시오.,,, 속성 간 종속성을 가지면 안 된다., 모든 속성은 반드시 기본 키 전부에 종속되어야 한다., 모든 속성은 반드시 하나의 값을 가져야 한다., 다수의 주식별자를 분리시킨다.,정답 : 식별자를 제외한 일반 속성 간 종속을 제거한다.
.다음 중 테이블명으로 가능한 것은 무엇인가?,,, EMP-100, 100EMP, EMP100, 100_EMP,정답 : 테이블명과 칼럼명은 반드시 문자로 시작해야 한다.
.관계를 정의할 때 주요하게 체크해야 하는 사항과 거리가 먼 것은?,,, 두 개의 엔터티 사이에 관심 있는 연관규칙이 존재하는가?," 업무기술서, 장표에 관계연결을 가능하게 하는 명사(Noun)가 있는가?"," 업무기술서, 장표에 관계연결 규칙이 서술되어 있는가?", 두 개의 엔터티 사이에 정보의 조합이 발생되는가?,"정답 : 관계를 정의할 때 주요하게 체크해야 하는 사항은 업무기술서, 장표에 관계연결을 가능하게 하는 동사(Verb)가 있는가이다."
.다음의 PREV_SAL은 어떤 윈도우 함수를 사용해야 하는가?,https://cbt.youngjin.com/upload/sqld/130.png,, LEAD, LAG, NTILE, LAST_VALUE,정답 : LAG() 윈도우 함수는 이전 행의 몇 번째 행 값을 가지고 올 수 있다.
.다음의 SQL문과 동일한 것을 고르시오.,,, Select Case When Name IS NOT NULL THEN NAME ELSE ‘0’ END AS USER_NAMEFrom Emp;, Select Case When Name IS NOT NULL THEN ‘0’ ELSE NAME END AS USER_NAMEFrom Emp;, Select Case When Name IS NULL THEN ‘없음’ ELSE NAME END AS USER_NAMEFrom Emp;, Select Case When Name IS NULL THEN ‘없음’ ELSE ‘0’ END AS USER_NAMEFrom Emp;,정답 : IS NULL 함수는 만약 NULL이면 “없음”을 출력하고 그렇지 않으면 NAME 칼럼의 값을 출력하는 것이다.
.다음의 SQL문에 대한 설명으로 올바른 것은?,,," 위의 SQL문 실행 결과는 A, 1 , 1 A가 조회된다.", UNION ALL을 사용해서 합집합을 만들고 중복을 제거한다., 위의 SQL문은 실행되지 않는다., 실행 결과로 아무것도 출력되지 않는다.,정답 :
.다음 SQL문의 결과로 출력되는 데이터는 무엇인가?,,, 오늘 날짜로부터 6일 후 첫 번째 월요일을 출력한다., 오늘 날짜로부터 6개월 후 두 번째 월요일을 출력한다., 오늘 날짜로부터 6개월 후 첫 번째 월요일을 출력한다., 오늘 날짜로부터 6일 후 두 번째 월요일을 출력한다.,"정답 : ADD_MONTHS 함수는 6개월을 더하고 NEXT_DAY 함수는 지정된 요일의 첫 번째 날짜를 출력한다. 즉, 문제에서는 6개월 후 첫 번째 월요일을 출력한다."
.다음 과일 테이블에 대한 SQL문 내의 비교조건을 해석한 것으로 올바르지 않은 것은?,https://cbt.youngjin.com/upload/sqld/131.png,, “21 NOT IN (SELECT 과일코드 FROM과일)”은 참이다., “19 < ANY (SELECT 과일코드 FROM 과일)”은 거짓이다., “15 < ALL (SELECT 과일코드 FROM 과일)”은 참이다., “19=ALL(SELECT 과일코드 FROM 과일)” 거짓이다.,정답 : ALL은 전부 일치하는 것만 출력하는 것으로 AND라고 생각하면 되고 ANY는 OR로 생각하면 된다.
.자신의 속성이 없어도 다른 속성을 이용하여 결과를 도출할 수 있는 특징을 가진 속성의 이름은?,,, 설계 속성(Designed Attribute), 기본 속성(Basic Attribute), 파생 속성(Derived Attribute), 관계 속성(Associative Attribute),"정답 : 파생 속성(Derived Attribute)은 다른 속성을 이용하여 계산된 속성으로 자신의 고유값을 갖지 않고 파생, 유추되어 재산정될 수 있는 속성이다."
.다음 중 설계 단계에서 데이터 모델의 성능을 고려하는 절차와 방법에 포함되지 않는 것은?,,," 이력모델의 조정, 기본키/외래키 조정, 슈퍼타입/서브타입 조정 등을 수행한다.", 데이터베이스 용량 산정을 수행한다., 데이터베이스에 발생되는 트랜잭션의 유형을 파악한다., 데이터 모델링을 할 때 분석 단계에서부터 반정규화를 수행한다.,정답 : 성능을 고려한 데이터 모델링을 할 때 첫 번째 단계는 정규화를 적용한 데이터 모델을 만드는 것이다.
.다음 중 SELF JOIN을 수행해야 할 때는 어떤 경우인가?,,, 한 테이블 내에서 두 칼럼이 연관 관계가 있다., 두 테이블에 연관된 칼럼은 없으나 JOIN을 해야 한다., 두 테이블에 공통 칼럼이 존재하고 두 테이블이 연관 관계가 있다., 한 테이블 내에서 연관된 칼럼은 없으나 JOIN을 해야 한다.,정답 : SELF JOIN은 하나의 테이블에서 두 개의 칼럼이 연관 관계를 가지고 있는 경우에 사용한다.
.다음 설명 중 옳지 않은 것은?,,, Union과 Union All은 성능 차이가 없다., Natural 조인에 해당하는 칼럼은 테이블의 칼럼명이 동일하다., View는 실제 데이터를 가지고 있지 않는다., 서브쿼리는 Order by절에 사용할 수 있다.,정답 : 성능 측면에서는 Union보다 Union All이 우수하다.Union은 내부적으로 SORT가 발생하기 때문이다.
.다음 슈퍼타입/서브타입 모델에서 설계 단계에서 변환할 수 있는 테이블의 형태가 아닌 것은?,https://cbt.youngjin.com/upload/sqld/22.png,, 전체가 하나의 테이블인 부동산관계자로 통합하는 All in One 타입," 슈퍼타입(부동산관계자)과 서브타입(부동산전세자, 부동산소유자)을 슈퍼+서브타입인 부동산전세자, 부동산소유자 2개 테이블로 만든 타입"," 부동산관계자의 일부 속성은 부동산전세자에게, 일부 속성은 부동산소유자에게 할당하여 배치하는 수평 분할 타입"," 슈퍼타입(부동산관계자)과 서브타입(부동산전세자, 부동산소유자)을 모두 1:1관계로 해체하여 개별로 테이블을 만드는 타입","정답 : 논리적인 데이터 모델에서 이용이 되는 슈퍼/서브 타입의 데이터 모델을 성능을 고려한 물리적인 데이터 모델에서 변환하는 방법은 세 가지(1:1타입, 슈퍼+서브타입, All in One 타입)가 있다."
