,category,tag,title,content_img,content_text,choices_1,choices_2,choices_3,choices_4,commentary,answer_number
597,,,다음 서브쿼리 결과로 가장 적절한 것은?,https://sqld-bk.s3.ap-southeast-2.amazonaws.com/j699-1.png,SELECT SUM(SAL) FROM EMP WHERE HIREDATE > (SELECT HIREDATE FROM TAB1 WHERE NAME = 'JAMES');,6900,5400,4100,3800,"JAMES의 입사일보다 늦게 입사한 직원들의 급여 총 합을 구하는 문제이다. JAMES의 입사일인 1981/10/03 보다 늦게 입사한 직원은 ADAMS, FORD, MILLER 이며 이들의 급여 총합은 5400이다.",2
598,,,다음 SQL의 수행 결과로 알맞은 것은?,https://sqld-bk.s3.ap-southeast-2.amazonaws.com/j637-1.png,"SELECT ISNULL(COL1, 3) FROM TAB1;",,,,,"ISNULL(대상, 대체값) 함수는 대상이 NULL이면 대체값으로 치환하는 함수로서 COL1이 NULL이면 3으로 대체하라는 쿼리이기 때문에 1,2,3,3이 나오게 된다.",3
599,,,다음 SQL 실행 결과로 알맞은 것은?,,"SELECT LENGTH(REGEXP_REPLACE('REGEXP \. ESCAPE CHARACTER, A|B : A OR B', '[A-z|0-9\. ]')) FROM DUAL;",5,4,3,2,"[A-z|0-9\. ] 패턴은 영문 또는 | 또는 숫자 또는 \ 또는 . 그리고 공백을 모두 지칭하는 패턴이다. 따라서 이들을 모두 지우면 ,과 :만 남게 된다.",4
600,,,다음 SQL중 입력오류가 발생할 문장으로 가장 적절한 것은?,,"CREATE TABLE TAB1( COL1 VARCHAR(10) PRIMARY KEY, COL2 NUMBER NOT NULL, COL3 CHAR(10) NOT NULL, COL4 DATE NOT NULL);","INSERT INTO TAB1 VALUES('0003', 40, 'CCC', '2024/01/01');","INSERT INTO TAB1 VALUES('0002', '30', '1000', CURRENT_DATE);","INSERT INTO TAB1 VALUES('0001', '20', 'BBB', SYSTIMESTAMP);","INSERT INTO TAB1 VALUES(1, 10, 'AAA', SYSDATE);",1번에서 COL4의 값은 문자상수이므로 날짜 변환 후 입력을 해야 한다. DBMS의 기본 날짜 포맷이 YYYY/MM/DD가 아닌 경우는 이 문장은 에러가 발생한다.,1
601,,,"테이블 A, B, C가 있다. 다음 중 DELETE FROM A 쿼리를 수행한 후에 테이블 C 테이블에 남아 있는 데이터로 가장 올바른 것은?",https://sqld-bk.s3.ap-southeast-2.amazonaws.com/j347-1.png,"CREATE TABLE A (C INTEGER PRIMARY KEY, D INTEGER); CREATE TABLE B (B INTEGER PRIMARY KEY, C INTEGER REFERENCES A(C) ON DELETE CASCADE); CREATE TABLE C (A INTEGER PRIMARY KEY, B INTEGER REFERENCES B(B) ON DELETE SET NULL);","(1,1)","(2,2)","(1,NULL)과(2,NULL)","(1,NULL)과(2,2)",DELETE FROM A 이후 A 테이블은 모두 삭제된다. C 테이블은 Cascade 옵션에 의해서 A의 첫번째 행을 참조하는 두 건 모두 삭제된다. 그리고 B 테이블이 삭제됨에 따라 B 테이블의 B칼럼을 참조하는 C 테이블의 B 칼럼값은 SET NULL 옵션에 의해서 NULL 값으로 변경된다.,3
602,,,다음은 데이터베이스 모델링에 대한 설명으로 가장 올바른 것은?,,"증권회사에서 주문을 발주할 때 해당 종목에 대한 호가단위가 있다. 즉, 주문은 10호가를 기준으로 발주할 수가 있어서 어떤 종목을 주문할 때 1003원과 같은 금액으로는 발주할 수 없다. 이처럼 데이터베이스에서 값이 가질 수 있는 조건을 정의하는 것이다.",도메인,선텍도,다중 값 속성,시스템 카탈로그,도메인은 속성이 가질 수 있는 값의 범위이다.,1
603,,,다음 중 정보시스템을 모델링할 때 세가지 관점에 해당하지 않는 것은?,,"모델링을 할 때의 세 가지 관점은 데이터에 대한 관점, 프로세스에 대한 관점, 그리고 데이터와 프로세스가 서로 연관성이 표현되는 상관 관점이다.",업무에서 처리하는 일의 방법에 따라 데이터가 어떻게 영향을 받는지 분석,업무를 처리할 수 있는 프로그램 구성을 어떻게 해야 하는지 분석,업무에서 실제로 하는 일은 무엇인지 또는 무엇을 해야 하는지 분석,업무가 어떤 데이터와 관련이 있는지 분석,"모델링을 할 때의 세 가지 관점은 데이터에 대한 관점, 프로세스에 대한 관점, 그리고 데이터와 프로세스가 서로 연관성이 표현되는 상관 관점이다.",2
604,,,다음은 식별자의 특징 중 무엇을 설명하고 있는가?,,사원번호 없는 회사직원은 있을 수 없음,존재성,불변성,최소성,유일성,존재성이란 주식별자가 지정되면 반드시 값이 존재해야 하며 널을 허용하지 않는 특성을 말한다. 따라서 사원 번호가 없을 수 없다는 것은 널을 허용하지 않는 특징이므로 존재성에 해당한다.,1
605,,,아래 SQL 실행 결과로 가장 적절한 것은?,https://sqld-bk.s3.ap-southeast-2.amazonaws.com/j740-1.png,SELECT COUNT(COL1) FROM TAB1 WHERE NOT EXISTS(SELECT 'X' FROM TAB2 WHERE TAB1.COL2 = TAB2.COL2);,4,3,2,1,"NOT EXISTS는 서브쿼리 조건이 거짓인 경우 메인쿼리의 결과가 출력된다. 따라서 TAB2의 COL2와 일치하지 않는 값은 1이며, NULL은 TAB1과 TAB2가 모두 존재하지만 EQUAL(=) 연산 결과가 항상 거짓이므로, NOT EXISTS에 의 해 출력된다. 따라서 COUNT 결과는 2이다.",3
606,,,다음 SQL문의 실행 결과는 무엇인가?,,"SELECT COALESCE(NULL,'2','1') FROM DUAL;",,3,2,1,"COALESCE 함수는 NULL이 아닌 첫 번째 값을 리턴하는 함수이다. 즉, 위의 문제에서 첫 번째는 NULL이고 두 번째는 '2'이다. 따라서 '2'가 리턴된다.",3
607,,,다음의 주식별자가 나타내는 특징을 가장 잘 설명한 것은?,,주식별자를 구성하는 속성 중에서 유일성을 만족하는 최소한의 속성으로 구성한다.,존재성,단일성,최소성,유일성,주식별자를 구성하는 속성 중에서 유일성을 만족하는 최소한의 속성으로 구성하는 특성은 최소성이다.,3
608,,,다음이 설명하는 데이터 무결성의 종류는?,,테이블의 기본키를 구성하는 컬럼은 NULL 값이나 중복값을 가질 수 없다.,NULL 무결성,도메인 무결성,참조 무결성,개체 무결성,"개체 무결성에 대한 설명이다. 참조 무결성은 왜래키 값이 NULL이거나 참조 테이블의 기본키 값과 동일해야 하는 특성이고, 도메인 무결성은 주어진 속성 값이 정의된 도메인에 속한 값이어야 하는 특성을 말한다. NULL 무결성은 특정 속성에 대해 NULL을 허용하지 않는 특징을 의미한다.",4
609,,,아래 SQL 수행 결과로 가장 적절한 것은?,https://sqld-bk.s3.ap-southeast-2.amazonaws.com/j696-1.png,SELECT COUNT(TAB1.COL1) AS CNT FROM TAB1 LEFT OUTER JOIN TAB2 ON TAB1.COL2 = TAB2.COL2 AND TAB1.COL1 = TAB2.COL1;,6,5,4,3,,2
610,,,다음 중 아래 개념이 설명하는 관계로 가장 적절한 것은?,,부모 엔터티의 주식별자를 상속받아 자식 엔터티에서 외부식별자이면서 주식별자로 사용하는 관계,선택관계,필수관계,비식별관계,식별관계,부모 엔터티의 주식별자를 상속받아 자식 엔터티에서 외부식별자이면서 주식별자로 사용하는 관계는 식별관계이다.,4
611,,,다음 중 두 개의 엔터티 사이에서 관계를 도출 할 때 체크 할 사항을 모두 고른 것은?,,"가. 두 개의 엔터티 사이에 관심있는 연관규칙이 존재하는가? 나. 두 개의 엔터티 사이에 정보의 조합이 발생되는가? 다. 업무기술서, 장표에 관계연결에 대한 규칙이 서술되어 있는가? 라. 업무기술서, 장표에 관계연결을 가능하게 하는 동사(Verb) 가 있 는가?","가,나다,라","가,나,다","가,나,라","가,다,라",,1
612,,,다음 2개의 SQL문이 같은 결과를 조회할 수 있도록 빈칸을 작성하시오.,https://sqld-bk.s3.ap-southeast-2.amazonaws.com/j438-1.png,"SELECT ProductName, SUM(Price) FROM Mytest WHERE ProductName = '비디오' GROUP BY ROLLUP(ProductName); SELECT ProductName, SUM(Price) FROM Mytest WHERE ProductName = '비디오' GROUP BY GROUPING SETS( );","ProductName, ()","ProductName, Price",(),ProductName,두 SQL문은 모두 ProductName '비디오'에 대한 집계이다. ProductName '비디오' 에 대한 전체 합계가 조회되어야 한다.,1
613,,,다음 SQL문의 실행 결과는 무엇인가?,https://sqld-bk.s3.ap-southeast-2.amazonaws.com/j520-1.png,"SELECT AVG(NVL(COL2,0)) FROM test48;",25,24,23,22,NVL 함수로 NULL은 0으로 대체되고 평균이 계산된다.,2
614,,,다음 중 아래 내용의 범주에 해당하는 SQL 명령어로 옳지 않은 것은?,,"테이블의 구조를 생성, 변경, 삭제하는 등 데이터 구조를 정의하는데 사용되는 명령어이다.",DROP,ALTER,GRANT,CREATE,,3
615,,,주어진 SQL문에서 ORDER BY로 사용할 수 없는 것은?,,"SELECT JOB, COUNT(*) AS ROWCNT FROM TEST40 GROUP BY JOB;",ORDER BY 3,ORDER BY COUNT(*),ORDER BY CNT DESC,ORDER BY JOB,"지문의 SQL문은 SELECT구에 칼럼(JOB,ROWCNT)이 2개 있다. ①번은 칼럼의 수가 2개뿐인데 3번째 칼럼이 존재하지 않기 때문에 사용할 수 없다.",1
616,,,다음 중 아래 SQL문의 결괏값으로 올바른 것은?,,"SELECT SUBSTR('123456789123456789', -4,2) FROM DUAL;",67,65,43,45,"substr 함수의 입력값에 음수를 주면 뒤에서 시작하게 된다. 즉, 뒤에서 4번째 자릿값인 6부터 두 개의 글자인 67이 반환된다.",1
617,,,주어진 데이터에서 아래의 SQL문을 수행된 결과로 옳은 것은?,https://sqld-bk.s3.ap-southeast-2.amazonaws.com/j451-1.png,"SELECT COALESCE(COL1, COL2 * 50,50) FROM sqld_12;",,,,,COALESCE 함수는 함수 내 비교식에서 NULL 값이 아닌 값으로 연산을 수행한다.,4
618,,,다음 수행 결과로 가장 적절한 것은?,https://sqld-bk.s3.ap-southeast-2.amazonaws.com/j694-1.png,"SELECT EMPNO FROM EMP ORDER BY TO_CHAR(TO_NUMBER(SUBSTR(JUMIN, 3, 2)));",,,,,"SUBSTR(JUMIN, 3, 2)은 태어난 월을 추출하기 때문에, 순서대로 12, 11, 06, 01, 08의 문자 유형으로 출력된다. 이를 TO_NUMBER를 사용하여 숫자 형태로 변환하면 12, 11, 6, 1, 8이 되는데, 이를 다시 TO_CHAR로 변환하게 되면 문자값의 비교 규칙에 따라 1 < 11 < 12 < 6 < 8 순서대로 출력된다. (문자는 가장 왼쪽부터 비교하여 값이 작을수록 작은값이 된다)",3
619,,,다음의 SQL문을 CASE문을 사용해서 변경하시오.,,"SELECT DECODE(EMPNO, 1, 'A', 'B') FROM EMP;",SELECT CASE EMPNO WHEN 'A' ELSE 'B' END FROM EMP;,SELECT CASE EMPNO WHEN 1 THEN 'B' ELSE 'A' END FROM EMP;,SELECT CASE EMPNO WHEN 1 THEN 'A' ELSE 'B' END FROM EMP;,SELECT CASE EMPNO WHEN 'A' THEN 'B' END FROM EMP;,위의 DECODE문은 EMPNO가 1과 같으면 'A'를 출력하고 그렇지 않으면 'B'를 출력한다.,3
620,,,다음이 설명하는 모델링 개념으로 가장 적절한 것은?,,"사용자 관점의 데이터베이스 스키마를 통합하여 데이터베이스의 전체 논리적 구조를 정의하는 단계로 전체 데이터베이스의 개체, 속성, 관계, 데이터 타입 등을 정의한다.",내부 스키마,논리 스키마,개념 스키마,외부 스키마,"스키마의 3단계 구조인 외부, 개념, 내부 스키마 중 개념 스키마에 대한 설명이다.",3
621,,,"날짜값을 2020, 02와 같이 조회되도록 SQL문을 완성하시오.",https://sqld-bk.s3.ap-southeast-2.amazonaws.com/j356-1.png,"SELECT EXTRACT (YEAR FROM SYSDATE), LPAD(EXTRACT(month from sysdate), (ㄱ), (ㄴ)) FROM Mytest;","ㄱ : 2, ㄴ : '0'","ㄱ : 2, ㄴ : '2'","ㄱ : 1, ㄴ : '2'","ㄱ : 1, ㄴ : '0'",COL1 값에서 Month값이 1이 두 자릿수 01로 출력되어야 하므로 LPAD 함수의 두 번째 인자 값에는 숫자 2이다. 세 번째 인자 값에는 문자 '0'이 와야 한다.,1
622,,,아래 각각 3개의 SQL 수행 결과로 가장 적절한 것은?,https://sqld-bk.s3.ap-southeast-2.amazonaws.com/j393-1.png,SELECT AVG(COL3) FROM SQLD01; SELECT AVG(COL3) FROM SQLD01 WHERE COL1 > 0; SELECT AVG(COL3) FROM SQLD01 WHERE COL1 IS NOT NULL;,"10, 10, 10","10, 20, 20","20, 10, 10","20, 20, 20","이 문제의 핵심은 그룹 함수(SUM, AVG, MAX, MIN)는 실행 시에 NULL이 제외된다는 것이다.",2
623,,,다음 개념에 해당하는 관계는 무엇인가?,,"부모 엔터티로부터 속성을 받았지만, 자식 엔터티의 주식별자로 사용하지 않고 일반적인 속성으로만 사용한다.",외부 식별 관계,일반 속성 관계,비식별자 관계,식별자 관계,부모 엔터티로부터 속성을 받았지만 자식 엔터티의 주식별자로 사용하지 않고 일반적인 속성으로만 사용하는 것은 비식별자 관계에 대한 설명이다.,3
624,,,다음 중 아래에서 설명하는 데이터모델의 개념으로 가장 적절한 것은?,,"학생이라는 엔터티에서 학년이라는 속성 값의 범위는 1~4 사이의 정수이며, 주민번호 속성은 13자리 이내 문자열로 정의할 수 있다.",속성사전,시스템카탈로그,릴레이션,도메인,도메인은 속성값이 갖는 범위를 의미한다.,4
625,,,다음 SQL문을 실행했을 때 오류가 발생하는 것은?,,"CREATE TABLE T_ORDER( C1 NUMBER(10), C2 DATE, C3 VARCHAR(10), C4 NUMBER DEFAULT 1000 );",UPDATE T_ORDER SET C1=1,DELETE FROM T_ORDER,DELETE T_ORDER,"INSERT INTO T_ORDER VALUES(2, SYSDATE-1, 'ABC')",④번 보기는 T_ORDER 테이블명 뒤에 특정 속성들을 지정하지 않았다. VALUES 뒤에는 테이블의 전체 속성값들이 부여되어야 하는데 VALUES 뒤에 속성값 중 하나가 모자라 에러가 뜬다.,4
626,,,아래 SQL의 결과로 가장 적절한 것은?,,"SELECT ROUND(TO_DATE('2024-08-24 12:00:00','YYYY-MM-DD HH24:MI:SS')) COL1, ROUND(TO_DATE('2024-08-24 12:00:01','YYYY-MM-DD HH:MI:SS')) COL2 FROM DUAL;",,,,,"HH24는 24시간 표현식이고, HH는 12시간 표현식이다. 시간은 정오를 기준으로 반올림 시 자리수가 바뀌는데, 둘 다 정오를 나타내므로 반올림 시 “일(DAY)”의 자리가 바뀌며 24년 8월 25일이 리턴된다.",3
627,,,다음 중 아래 시나리오에서 엔터티로 가장 적절한 것은?,,"s병원은 여러 명의 환자가 존재하고 각 환자에 대한 이름, 주소 등을 관리해야 한다. (단, 업무범위와 데이터의 특성은 상기 시나리오에 기술되어 있는 사항만을 근거하여 판단해야 함)",주소,이름,환자,병원,,3
628,,,다음의 ERD에서 식별자 분류로 올바른 것은?,https://sqld-bk.s3.ap-southeast-2.amazonaws.com/j448-1.png,고객마스터 테이블의 고객번호는 대표성에 따른 식별자 분류로는 (ㄱ)이고 스스로 생성했는지 여부에 따라서는 (ㄴ)이다. 또한 계좌마스터의 고객번호는 스스로 생성 여부에 따라서 (ㄷ)이다.,"ㄱ-내부식별자, ㄴ-단일식별자, ㄷ-보조식별자","ㄱ-보조식별자, ㄴ-내부식별자, ㄷ-외부식별자","ㄱ-주식별자, ㄴ-내부식별자, ㄷ-외부식별자","ㄱ-보조식별자, ㄴ-외부식별자, ㄷ-단일식별자",식별자는 대표성에 따라서 주식별자와 보조식별자로 분류되고 생성 여부에 따라서는 내부 식별자와 외부 식별자로 분류된다. 또한 속성의 수에 따라서 단일 식별자와 복합 식별자로 분류된다.,3
629,,,데이터 모델링에 대한 단계 중 아래에서 설명하는 단계는 어떤 단계의 모델링인가?,,-추상화 수준이 높고 업무 중심적이며 포괄적인 수준의 모델링을 진행한다. -전시적 데이터 모델링 또는 EA 수립 시 많이 이용된다.,추상적 데이터 모델링,개념적 데이터 모델링,논리적 데이터 모델링,물리적 데이터 모델링,"-전시적 관점에서 기업의 데이터를 모델링한다. -추상화 수준이 가장 높은 모델링이다. -계층형 데이터 모델, 네트워크 모델, 관계형 모델에 관계없이 업무 측면에서 모델링을 한다.",2
630,,,다음 중 B_User가 아래의 직업을 수행할 수있도록 권한을 부여하는 DCL로 가장 적절한 것은?,,UPDATE A_User.TB_A SET col1='AAA' WHERE col2=3,"GRANT SELECT, UPDATE ON A_User.TB_A TO B_User;",DENY UPDATE ON A_User.TB_A TO B_User;,REVOKE SELECT ON A_User.TB_A FROM B_User;,"GRANT SELECT, UPDATE TO B_User;","권한을 부여하는 명령어는 GRANT이며, WHERE 조건의 데이터를 찾기 위한 SELECT 권한과 데이터 변경을 위한 UPDATE 권한이 필요하다.",1
631,,,다음 SQL 실행 결과로 가장 적절한 것은?,,"SELECT REGEXP_SUBSTR('123-234-4545-233', '((\d+)-(\d+))-((\d+)-(\d+))', 1, 1, NULL, 4) FROM DUAL;",4545,4545-233,234,233,서브그룹을 추출하는 문제이다. 서브그룹 순서는 ((A)-(B))-((C)-(D))에서 A-B -> A -> B -> C-D -> C -> D 순서대로 정해진다. 따라서 4번째 서브그룹은 뒤에 두 숫자집합의 결합인 4545-233 가 된다.,2
632,,,다음 중 아래 설명이 의마하는 데이터모델링의 유의점에 해당히는 특성은 무엇인가?,,데이터 모델을 어떻게 설계했느냐에 따라 사소한 업무변화에도 데이터 모델이 수시로 변경됨으로써 유지보수의 어려움을 가중시킬 수 있다. 데이터의 정의를 데이터의 사용 프로세스와 분리함으로써 데이터 모델링은 데이터 혹은 프로세스의 작은 변화가 애플리케이션과 데이터베이스에 중대한 변화를 일으킬 수 있는 가능성을 줄인다.,일관성,비일관성,비유연성,중복,,3
633,,,"다음 중 아래 데이터모델링 개념에 대한 설명에서 (ㄱ),(ㄴ) 에 들어갈 단어로 가장 적절한 것은?",,"전사적 데이터 모델링을 수행할 때 많이 하며, 추상화 수준이 높고 업무 중심적이고 포괄적인 수준의 모델링을 진행하는 것을 (ㄱ) 데이터 모델링 이라고 한다. 이와 달리 실제로 데이터베이스에 이식 할 수 있도록 성능, 저장 등의 물리적인 성격을 고려한 데이터 모델링은 (ㄴ) 데이터모델링 이라고 한다.","ㄱ - 개념적, ㄴ - 논리적","ㄱ - 논리적, ㄴ - 물리적","ㄱ - 논리적, ㄴ - 개념적","ㄱ - 개념적, ㄴ - 물리적",,4
634,,,다음 중 아래 설명이 나타내는 데이터모델의 개념으로 가장 적절한 것은?,,"주문이라는 엔터티가 있을 때 단가라는 속성 값의 범위는 100에서 10,000 사이의 실수 값이며 제품명이라는 속성은 길이가 20자리 이내의 문자열로 정의할 수 있다.",도메인(Domain),속성사전(Attribute Dictionary),용어사전(Word Dictionary),시스템카탈로그(System Catalog),,1
635,,,다음이 설명하는 모델링의 특징으로 가장 적절한 것은?,,누구나 이해하기 쉽게 하기 위해 대상에 대한 애매모호함을 제거하고 정확하게 현상을 기술하는 것을 의미한다.,그룹화,단순화,추상화,명확화,"모델링의 특징은 단순화, 추상화, 명확화가 있다. 이 중 누구나 이해하기 쉽게 대상에 대한 애매모호함을 제거하고 정확하게 기술하는 것은 명확화에 해당된다.",4
636,,,다음 수행 결과로 가장 적절한 것은?,https://sqld-bk.s3.ap-southeast-2.amazonaws.com/j758-1.png,"SELECT SUM(SAL) FROM (SELECT ENAME, DEPTNO, SAL, NTILE(2) OVER(PARTITION BY DEPTNO ORDER BY SAL) AS GN FROM EMP) WHERE (DEPTNO = 10 AND GN = 1) OR (DEPTNO = 20 AND GN = 2);",10275,9750,8625,7300,"그룹으로 나눌 때 명학히 나눠지지 않으면 앞 그룹의 크기를 더 크게 나누므로 10번 부서의 1번 그룹원은 MILLER, CLARK이며, 20번 부서의 2번 그룹원은 SCOTT과 FORD 이므로 1300 + 2450 + 3000 + 3000 = 9750 이 된다.",2
637,,,다음이 설명하는 정규화로 가장 적절한 것은?,,테이블의 컬럼이 원자성(한 속성이 하나의 값을 갖는 특성)을 갖도록 테이블을 분해하는 단계,제 4 정규화,제 3 정규화,제 2 정규화,제 1 정규화,제 1 정규화는 한 속성이 하나의 값을 갖도록 이를 분해하는 단계를 말한다.,4
638,,,다음은 데이터베이스 파티션 기법에 대한 설명이다. 보기에서 설명하고 있는 파티션 기법은 무엇인가?,,-파티셔닝 할 항목을 관리자가 직접 지정하는 방법으로 제품에 대해서 파티션을 생성하였다. -데이터 보관 주기에 따라서 쉽게 데이터를 삭제할 수 없다.,HYBRID PARTITION,LIST PARTITION,HASH PARTITON,RANGE PARTITION,Range Partition은 데이터 값의 범위를 기준으로 파티션을 수행하고 List Partition은 특정 값을 지정해서 파티션을 수행한다. 또한 Hash Partition은 해시 함수를 적용하여 파티션을 수행하는 것이다. Composite Partition은 범위와 해시를 복합적으로 사용해서 파티션을 수행한다.,2
639,,,다음이 설명하는 용어로 가장 적절한 것은?,,"데이터베이스의 속성(ATTRIBUTE, 또는 필드)이 가질 수 있는 값들의 범위 또는 집합을 의미한다.",키,튜플,도메인,릴레이션,도메인은 엔터티에서의 각 속성에 허용되는 값의 범위를 의미한다.,3
640,,,다음 SQL 실행 결과로 가장 적절한 것은?,https://sqld-bk.s3.ap-southeast-2.amazonaws.com/j739-1.png,"SELECT SUM(NULLIF(COL1,100) + COL2) FROM TAB1;",600,500,400,300,"NULLIF(COL1, 100)은 COL1 값이 100이면 NULL을 리턴하고, 같지 않으면 COL1값을 리턴한다. 따라서 COL1값은 순서대로 NULL, NULL, 200이 리턴되므로 COL2와의 합은 순서대로 NULL, NULL, 300이 되어 총 300이 출력된다.",4
641,2과목,집계 함수,,,"SELECT COUNT(COL1)
FROM TAB1 WHERE REGEXP_LIKE(COL1, '[XY-]+Z?');",5,4,3,2,,"1 [XY-]는 X 또는 Y 또는 -와 같다. 따라서 X, Y, - 중 하나가 여러 번 반복되면서 그 뒤에 Z값이 오거나 오지 않는 문자열 배열을 갖는 행은 전체이므로 총 5개가 출력된다."
642,2과목,집합 연산자,,,"SELECT SUM(C1+C2+C3+C4) FROM Mytest7
UNION ALL
SELECT SUM(C1) + SUM(C2) + SUM(C3) + SUM(C4)
FROM Mytest17;","NULL, NULL","50, 260","NULL, 260","50, NULL",,"2 1번째 경우는 4개의 칼럼(C1,C2,C3,C4)모두 NULL이 아닌 값을 가지는 행에 대해서만 합계가 계산되므로 첫 번째 행에서의 칼럼들의 합계만 계산된다. 2번째 경우는 4개의 칼럼에 대해서 각각의 합계가 계산되고 이후에 각 합계들의 최종적인 합계가 계산된다."
643,2과목,조인,,,"SELECT e.dno, d.dname, e.ename, e.score
FROM employee e, department d
WHERE e.dno = d.dno and (e.dno, score) IN
(SELECT dno, max(score)
FROM employee GROUP BY dno);","{(100,영업,Hong,80), (100,영업,Lee,90),(200,개발,Kim,90),(200,개발,Kim,95),(600,null,Hong,65)}","{(100,영업,Lee,90)}","{(100,영업,Lee,90),(200,개발,Kim,95)}","{(100,영업,Lee,90),(200,개발,Kim,90),(300,서비스,Hong,65)}",,"4 서브쿼리만 실행하면 DNO와 MAX(SCORE) 값이 {100,90},{300,65},{200,95} 이다. IN 문을 사용해서 조인을 하므로 {(100,영업,Lee,90),(200,개발,Kim,95),(300,서비스,Hong,65)}가 조회된다."
644,2과목,그룹 함수,,,"SELECT A.JUMIN, B.CUSTRANK
FROM (SELECT JUMUN, SUM(price)
AS TOTAL,
FROM T_ORDER
GROUP BY JUMUN) A, T_CUST B
WHERE 1=1
AND A.TOTAL BETWEEN B.MINPRICE AND B.MAXPRICE;",,,,,,4 위의 SQL문은 1번째 테이블에서 주문자별로 grouping 하였을 때 각 주문자별로 주문금액의 합계를 계산하고 그 값이 두 번째 테이블의 실적범위에 해당하는 곳에서 고객등급과 주문자 정보를 조회한다.
645,,,,,"SELECT *
FROM Mytest
START WITH ( ㄱ ) IS NULL
CONNECT BY PRIOR ( ㄴ )
AND today BETWEEN '2017-01-01' AND '2022-12-31'
ORDER SIBLINGS BY empid;",(ㄱ) mgrid (ㄴ) mgrid = empid,(ㄱ) mgrid (ㄴ) empid = mgrid,(ㄱ) empid (ㄴ) mgrid = empid,(ㄱ) empid (ㄴ) empid = mgrid,,2 mgrid가 NULL인 값을 시작해서 empid로 조회를 전개하는 순방향 조회를 하고 있다. 순방향 전개를 하면서 empid로 정렬한다.
646,,,,,"SELECT COUNT(C1)
FROM Mytest",4,3,2,1,,2 COUNT(C1)은 NULL 값은 제외된다. 따라서 3개가 된다.
647,,,,,"SELECT DEPTNO, JOB, SUM(SAL)
FROM T_TEST
GROUP BY ( );","CUBE(DEPTNO, JOB)","ROLLUP(DEPTNO, JOB)","GROUPING SETS(DEPTNO, JOB)","DEPTNO, JOB",,"2 집계결과는 DEPTNO별 합계, JOB별 합계, DEPTNO 및 JOB별 합계, 전체합계가 조회되고 Rollup이 와야 한다."
648,,,,,"SELECT
( ) OVER(ORDER BY SAL DESC)
AS RANK, NAME, DEPTNAME, POSITION,
SAL
FROM TEST44;",NTILE(),ROW_NUMBER(),DENSE_RANK(),RANK(),,4 RANK() 함수는 동일한 점수면 같은 등수를 부여한다.
649,,,,,"SELECT SUM(SAL)
FROM EMP
WHERE HIREDATE > (SELECT HIREDATE
FROM TAB1
WHERE NAME = 'JAMES');",6900,5400,4100,3800,,"2 JAMES의 입사일보다 늦게 입사한 직원들의 급여 총 합을 구하는 문제이다. JAMES의 입사일인 1981/10/03 보다 늦게 입사한 직원은 ADAMS, FORD, MILLER 이며 이들의 급여 총합은 5400이다."
650,,,,,"INSERT INTO TAB1 VALUES(5, 'E', 3);
COMMIT;
UPDATE TAB1 SET COL2 = 3 WHERE NO = 2;
SAVEPOINT SAVE1;
INSERT INTO TAB1 VALUES(6, 'F', 5);
DELETE TAB1 WHERE NO = 4;
ROLLBACK TO SAVE1;
UPDATE TAB1 SET COL2 = 2 WHERE NO = 1;
ROLLBACK;
COMMIT;
SELECT SUM(COL2) FROM TAB1;",13,12,11,8,,"3 첫 INSERT문장은 COMMIT했기 때문에 영구 저장된다. 그 이후 UPDATE, INSERT, DELETE를 차례대로 하지만 SAVE1 지점으로 롤백하므로 INSERT와 DELETE는 실행 취소된다. 첫 UPDATE문장과 마지막 UPDATE문장은 모두 롤백되어 결과적으로는 첫 INSERT문장만 실행된다. 따라서 남은 행의 SUM(COL2) 결과는 11이다."
651,,,,,"SELECT 주문번호, 일자,
SUM(주문금액) OVER(ORDER BY 일자) AS 주문금액,
DENSE_RANK() OVER(PARTITION BY 지점 ORDER BY 주문금액) AS 순위
FROM 주문내역;",,,,,,"2 SUM의 경우 ORDER BY 사용 시 ORDER BY 컬럼 순서대로 누적 합을 계산하는데, 이때 범위는 RANGE가 기본이다. RANGE란 ORDER BY 절에 명시된 컬럼의 값이 같을 경우 하나의 그룹으로 묶어서 누적 합을 계산하는 범위를 말한다. 따라서 2024.01.02 값이 두 개이므로 각각 1000과 2000이 먼저 3000으로 결합되어 두 번째와 세 번째 행의 누적 합이 둘 다 4000이 된다. DENSE_RANK의 경우 동순위 발생 뒤 순위가 연속적으로 출력되므로 주문번호가 3인 행의 순위는 2위가 된다."
652,,,,,"BEGIN TRANSACTION;
SAVE TRANSACTION SP1;
UPDATE 상품마스터 SET 상품명 = 'LG-TV'
WHERE 상품ID ='001';
SAVE TRANSACTION SP2;
UPDATE 상품마스터 SET 상품명 = '평면-TV' WHERE 상품ID = '001';
ROLLBACK TRANSACTION SP2;
COMMIT;",없음,TV,평면-TV,LG-TV,,"4 ROLLBACK TRANSACTION SP2 문장에 의해 UPDATE 상품 SET 상품명 = '평면-TV' WHERE 상품ID = '001'이 ROLLBACK 되었고, 첫 번째 UPDATE 문장만 유효한 상태에서 COMMIT 되었으므로 첫 번째 UPDATE한 내역만 반영된다. 그러므로 LG-TV가 된다."
